variant,horizon_years,paths,block_days,cell,family,regime,underlying,moneyness,premium_budget,maturity_months,roll_months,mean_cagr,median_max_drawdown,worst_max_drawdown,prob_negative_cagr,prob_below_index,prob_below_canonical,cagr_p5,cagr_p10,cagr_p50,cagr_p90,cagr_p95,terminal_wealth_p5,terminal_wealth_p50,terminal_wealth_p95,prob_drawdown_worse_than_50,prob_drawdown_worse_than_60,prob_drawdown_worse_than_75,mean_delta_exposure,min_exposure_after_loss,underexposed_recovery,delta_p5,delta_p50,delta_p95,mean_option_weight,recovery_exposure_ratio
SP500_1X,10,5000,63,SP500_1X,SPX,index,SP500_1X,,,,,0.113506341,-0.3373955664,-0.7886772753,0.019,0,0,0.02533961104,0.04450340786,0.1147929562,0.1806745764,0.1987788526,1.284288183,2.963995598,6.127495657,0.0626,0.0114,0.0004,,,,,,,,
NASDAQ100_1X,10,5000,63,NASDAQ100_1X,NDX,index,NASDAQ100_1X,,,,,0.1532811293,-0.4569898411,-0.9345217988,0.0378,0,0,0.01231376078,0.04176517321,0.1529715588,0.2665757691,0.2982594051,1.130170931,4.150509139,13.59751687,0.3474,0.134,0.017,,,,,,,,
NDX_80_20_15M_R6,10,5000,63,NDX_80_20,NDX,15m/6m,NASDAQ100_1X,0.8,0.2,15,6,0.1307468701,-0.3042794436,-0.7372976675,0.0174,0.6822,0.3688,0.02805388696,0.04815150398,0.1303600377,0.2140880455,0.2391228485,1.31868897,3.404827411,8.531319177,0.0328,0.005,0,0.6681860565,0.3384422695,0.07178502879,0.4589692589,0.6797711967,0.8373993193,0.2105470689,0.9677002548
NDX_80_20_15M_R12,10,5000,63,NDX_80_20,NDX,15m/12m,NASDAQ100_1X,0.8,0.2,15,12,0.1367857857,-0.3164934203,-0.7373644873,0.0158,0.6532,0.2414,0.03085060162,0.04994548942,0.1359092387,0.2241400951,0.250274229,1.354999776,3.575695741,9.330824477,0.0434,0.0054,0,0.6891966482,0.2863431349,0.1508986097,0.4068175334,0.7117921849,0.8805650364,0.2220461383,0.9655380164
NDX_80_20_24M_R12,10,5000,63,NDX_80_20,NDX,24m/12m,NASDAQ100_1X,0.8,0.2,24,12,0.1275008794,-0.2842832403,-0.7033067279,0.0132,0.7,0,0.03297789255,0.05111007478,0.1274206993,0.206101676,0.2282328979,1.383219111,3.317330835,7.810612486,0.0188,0.0024,0,0.5956662956,0.3191587637,0.1533364884,0.3624659327,0.6039440402,0.7892664335,0.2202038482,0.958410047
NDX_80_25_15M_R6,10,5000,63,NDX_80_25,NDX,15m/6m,NASDAQ100_1X,0.8,0.25,15,6,0.1452074743,-0.3532058195,-0.7857925233,0.024,0.5914,0.3728,0.02484417518,0.04764447266,0.1435575245,0.24491166,0.2751764872,1.278096924,3.823846128,11.36471235,0.0924,0.0172,0.0014,0.8302512161,0.3728519993,0.06144067797,0.5883139932,0.8466416045,1.017601715,0.2610033223,0.9614929141
NDX_80_25_15M_R12,10,5000,63,NDX_80_25,NDX,15m/12m,NASDAQ100_1X,0.8,0.25,15,12,0.1519085464,-0.3686161101,-0.7930322621,0.0224,0.5338,0.253,0.02709856846,0.04975144643,0.1497212552,0.2567764456,0.2885964322,1.306487869,4.034991834,12.61881382,0.1136,0.0224,0.0008,0.8514502211,0.3167733431,0.1329761325,0.5281305348,0.8830892808,1.057425221,0.2730586048,0.9643252722
NDX_80_25_24M_R12,10,5000,63,NDX_80_25,NDX,24m/12m,NASDAQ100_1X,0.8,0.25,24,12,0.1413934151,-0.3257253919,-0.7494812178,0.0174,0.6312,0,0.03211320834,0.05204080721,0.139763233,0.2336070432,0.2598594339,1.371685563,3.698866533,10.07126715,0.0454,0.008,0,0.7361396342,0.3691977077,0.1498902477,0.4665852933,0.7513463025,0.9473669739,0.2715368308,0.9480001073
NDX_80_30_15M_R6,10,5000,63,NDX_80_30,NDX,15m/6m,NASDAQ100_1X,0.8,0.3,15,6,0.1582845724,-0.4041911953,-0.857567374,0.0324,0.4444,0.3816,0.01934928395,0.04417636007,0.1556914298,0.276108856,0.3100926492,1.211208275,4.249451743,14.88879516,0.1948,0.0566,0.003,0.9910695424,0.4054015274,0.0565008726,0.7242775681,1.011999388,1.192098662,0.310878706,0.955886071
NDX_80_30_15M_R12,10,5000,63,NDX_80_30,NDX,15m/12m,NASDAQ100_1X,0.8,0.3,15,12,0.1654547458,-0.4211057376,-0.8429262209,0.0308,0.3786,0.269,0.02008581082,0.04573000276,0.1624463177,0.2884028028,0.3247497208,1.219987165,4.504427207,16.64068414,0.2306,0.0694,0.0038,1.011652471,0.3223715691,0.1160904823,0.6579569759,1.049278073,1.230159521,0.3228394591,0.9635826845
NDX_80_30_24M_R12,10,5000,63,NDX_80_30,NDX,24m/12m,NASDAQ100_1X,0.8,0.3,24,12,0.1541260778,-0.3699501401,-0.7908314341,0.022,0.5042,0,0.02737520772,0.05007513716,0.1512765216,0.2619392125,0.2942050584,1.310010596,4.08990056,13.17885314,0.1094,0.0224,0.0012,0.8747499605,0.4097803636,0.1338962606,0.5769514387,0.8961535321,1.095955048,0.3218255672,0.9438180781
NDX_80_35_15M_R6,10,5000,63,NDX_80_35,NDX,15m/6m,NASDAQ100_1X,0.8,0.35,15,6,0.1699623885,-0.4564278109,-0.9129607014,0.0402,0.3258,0.3918,0.008865459869,0.03964665444,0.1669916486,0.3061164641,0.3447245063,1.092263167,4.683663337,19.32667334,0.354,0.1256,0.0104,1.150827148,0.4152473264,0.0471504715,0.8664414446,1.174423073,1.365466197,0.360141319,0.9527805696
NDX_80_35_15M_R12,10,5000,63,NDX_80_35,NDX,15m/12m,NASDAQ100_1X,0.8,0.35,15,12,0.1774497025,-0.4739124944,-0.8855258078,0.0408,0.269,0.286,0.01001821681,0.04147272221,0.1731366931,0.3194426923,0.3591322042,1.10480634,4.936183115,21.49981059,0.4048,0.1488,0.0148,1.170021759,0.3399180577,0.1019367992,0.7973376317,1.208394468,1.403367898,0.3715742408,0.965407754
NDX_80_35_24M_R12,10,5000,63,NDX_80_35,NDX,24m/12m,NASDAQ100_1X,0.8,0.35,24,12,0.1657317304,-0.4153232295,-0.8364572666,0.0274,0.36,0,0.02069379409,0.04719178309,0.1618312976,0.2886128107,0.3253484858,1.227277313,4.480655477,16.71604067,0.2154,0.0556,0.0038,1.012115002,0.4529711824,0.1215092731,0.6948610184,1.037792745,1.240962769,0.3713133763,0.94466084
NDX_80_40_15M_R6,10,5000,63,NDX_80_40,NDX,15m/6m,NASDAQ100_1X,0.8,0.4,15,6,0.1802138053,-0.5070052054,-0.9488711418,0.0526,0.273,0.4092,-0.001817094899,0.03260568419,0.1762679546,0.3338716862,0.3796413849,0.9819793676,5.069511828,24.97300807,0.523,0.2306,0.0358,1.309830119,0.4757319047,0.0394922426,1.014980815,1.334604072,1.53787567,0.4089485883,0.949322379
NDX_80_40_15M_R12,10,5000,63,NDX_80_40,NDX,15m/12m,NASDAQ100_1X,0.8,0.4,15,12,0.18789502,-0.5237351287,-0.9276988423,0.0526,0.2346,0.3056,-0.001642635083,0.03353363134,0.1828317893,0.3489380905,0.395119677,0.9836967727,5.359578914,27.92008401,0.5826,0.264,0.0432,1.327271675,0.386892907,0.09136647213,0.947180532,1.361768668,1.579073752,0.41936324,0.9644944299
NDX_80_40_24M_R12,10,5000,63,NDX_80_40,NDX,24m/12m,NASDAQ100_1X,0.8,0.4,24,12,0.1762283798,-0.4598478582,-0.8738483669,0.0376,0.2578,0,0.01385036361,0.0431067347,0.1716271496,0.3143702102,0.3558506312,1.147441364,4.873041766,20.9863779,0.354,0.119,0.0102,1.148680054,0.5092999785,0.1106348234,0.8200906829,1.175860134,1.386099515,0.4199653007,0.9455128205
NDX_85_20_15M_R6,10,5000,63,NDX_85_20,NDX,15m/6m,NASDAQ100_1X,0.85,0.2,15,6,0.1358533079,-0.3206861963,-0.7550704978,0.0196,0.6526,0.3636,0.02576116726,0.0475414111,0.1344911307,0.2265899624,0.2542097841,1.289577426,3.531311531,9.628689533,0.0478,0.0076,0.0002,0.7299460707,0.3280200403,0.09265279584,0.4717776023,0.7403963928,0.9491358359,0.2109367623,0.9607232652
NDX_85_20_15M_R12,10,5000,63,NDX_85_20,NDX,15m/12m,NASDAQ100_1X,0.85,0.2,15,12,0.14256941,-0.3377593562,-0.77362932,0.0198,0.6162,0.2536,0.02728411503,0.04735637884,0.1406482921,0.238779625,0.2699421393,1.308849553,3.727686381,10.90679869,0.0674,0.01,0.0004,0.7570457423,0.2656948133,0.1781527023,0.398607115,0.7829861604,1.002966006,0.2226302529,0.9618532204
NDX_85_20_24M_R12,10,5000,63,NDX_85_20,NDX,24m/12m,NASDAQ100_1X,0.85,0.2,24,12,0.1316167098,-0.2970470391,-0.7150028749,0.0142,0.6804,0,0.03170815694,0.0503524937,0.1308675422,0.2154813937,0.2404442929,1.366312636,3.420143138,8.622726632,0.0252,0.0032,0,0.6380898221,0.3122760571,0.174452253,0.3672369229,0.645525088,0.8705655769,0.2208893195,0.9517552551
NDX_85_25_15M_R6,10,5000,63,NDX_85_25,NDX,15m/6m,NASDAQ100_1X,0.85,0.25,15,6,0.1509410341,-0.37405822,-0.8051628055,0.0288,0.5308,0.3728,0.02174749041,0.04496501027,0.1485528726,0.2601139758,0.2948139506,1.240003935,3.994179717,13.24098307,0.1314,0.027,0.0018,0.9061595553,0.3514340931,0.08036354939,0.6066805698,0.9219515384,1.150627693,0.2612318323,0.9559875687
NDX_85_25_15M_R12,10,5000,63,NDX_85_25,NDX,15m/12m,NASDAQ100_1X,0.85,0.25,15,12,0.1582507544,-0.393901066,-0.8280481178,0.027,0.4612,0.271,0.02153100732,0.04507958088,0.154728029,0.27462869,0.3108007429,1.23737941,4.214165245,14.96945163,0.1674,0.0412,0.0018,0.9343685117,0.2692973365,0.1516993023,0.518333565,0.971628053,1.202971557,0.273191452,0.9597321368
NDX_85_25_24M_R12,10,5000,63,NDX_85_25,NDX,24m/12m,NASDAQ100_1X,0.85,0.25,24,12,0.146068542,-0.3407501085,-0.7622913207,0.0194,0.5896,0,0.02935387061,0.05048069081,0.1434092412,0.2456796753,0.2761051138,1.335456724,3.818891396,11.44773442,0.0636,0.0112,0.0006,0.7885475002,0.360807173,0.1697105929,0.4738504365,0.8029938015,1.041322863,0.2721098319,0.9446535151
NDX_85_30_15M_R6,10,5000,63,NDX_85_30,NDX,15m/6m,NASDAQ100_1X,0.85,0.3,15,6,0.1644082707,-0.4295150365,-0.8787183306,0.0372,0.387,0.3824,0.01250044169,0.0405027653,0.1605801328,0.2941678462,0.3334383805,1.132256514,4.432643509,17.76472298,0.2696,0.0832,0.0056,1.081010068,0.3658689716,0.07387312187,0.74903174,1.102228315,1.34544828,0.3108952663,0.9512844296
NDX_85_30_15M_R12,10,5000,63,NDX_85_30,NDX,15m/12m,NASDAQ100_1X,0.85,0.3,15,12,0.1720646446,-0.4514811443,-0.8760887544,0.038,0.3226,0.2904,0.01218700896,0.04001576109,0.1672167585,0.3084610437,0.3491044056,1.128757067,4.692704618,19.96538009,0.317,0.1084,0.0074,1.108826538,0.264252992,0.1383725733,0.6479740974,1.153648005,1.398217717,0.3224103243,0.9601492108
NDX_85_30_24M_R12,10,5000,63,NDX_85_30,NDX,24m/12m,NASDAQ100_1X,0.85,0.3,24,12,0.1592115235,-0.3880960331,-0.8091289768,0.025,0.4404,0,0.02374718228,0.04830544282,0.1551203509,0.2763460795,0.3129716227,1.264484068,4.22850282,15.21919341,0.1454,0.0316,0.0016,0.9359734663,0.3953058938,0.1520018095,0.5872525049,0.9578820847,1.203458557,0.3221995233,0.9418500494
NDX_85_35_15M_R6,10,5000,63,NDX_85_35,NDX,15m/6m,NASDAQ100_1X,0.85,0.35,15,6,0.1762430439,-0.4835932941,-0.9288956388,0.0482,0.3048,0.402,0.00184950698,0.03401383368,0.172563415,0.3267811632,0.3712451187,1.018647188,4.912117964,23.49434711,0.4492,0.177,0.0224,1.254857118,0.3810468781,0.06535815459,0.8962881282,1.279718464,1.53741434,0.3599192564,0.9482548922
NDX_85_35_15M_R12,10,5000,63,NDX_85_35,NDX,15m/12m,NASDAQ100_1X,0.85,0.35,15,12,0.1840485698,-0.5059303469,-0.9146447058,0.0504,0.2636,0.3106,-0.000427426866,0.03331636007,0.177983331,0.3416361791,0.3878075316,0.9957346297,5.143918812,26.49096572,0.5228,0.2152,0.0284,1.282092443,0.2694576328,0.1197339246,0.7906799876,1.327312075,1.59354269,0.3707931197,0.9614163241
NDX_85_35_24M_R12,10,5000,63,NDX_85_35,NDX,24m/12m,NASDAQ100_1X,0.85,0.35,24,12,0.1710875821,-0.4355583989,-0.851956507,0.0324,0.3182,0,0.01560260008,0.04400799033,0.1658731497,0.3046640905,0.3453408179,1.167424588,4.638972161,19.41542195,0.2754,0.0804,0.0058,1.082166926,0.4320928015,0.1379095811,0.7083033121,1.109596245,1.360950671,0.3714255636,0.9418590194
NDX_85_40_15M_R6,10,5000,63,NDX_85_40,NDX,15m/6m,NASDAQ100_1X,0.85,0.4,15,6,0.1864189319,-0.5368079614,-0.9597910659,0.0634,0.2826,0.4248,-0.01097794604,0.02592199476,0.181233755,0.3570769952,0.4104738552,0.8955015231,5.287610665,31.14914012,0.6302,0.3086,0.0592,1.427738902,0.4426177099,0.05712567649,1.052986481,1.453934862,1.728583373,0.4084801471,0.9460356984
NDX_85_40_15M_R12,10,5000,63,NDX_85_40,NDX,15m/12m,NASDAQ100_1X,0.85,0.4,15,12,0.1942092441,-0.5583344217,-0.9420122146,0.0648,0.2524,0.3376,-0.01403962613,0.02400401718,0.1874718495,0.3741741001,0.4280016497,0.8681665123,5.57353947,35.24319694,0.7076,0.3606,0.074,1.452804081,0.3072019835,0.1021634615,0.9433774895,1.49542906,1.790491204,0.4180253121,0.9628203299
NDX_85_40_24M_R12,10,5000,63,NDX_85_40,NDX,24m/12m,NASDAQ100_1X,0.85,0.4,24,12,0.1817203252,-0.4810443458,-0.8878017021,0.0434,0.246,0,0.00749792984,0.03867043046,0.1751248649,0.3309654203,0.377868923,1.077549404,5.020468176,24.65406208,0.4312,0.159,0.018,1.227282274,0.4901603289,0.1241141932,0.8379571633,1.256889987,1.518150464,0.4197445289,0.9424581231
NDX_90_20_15M_R6,10,5000,63,NDX_90_20,NDX,15m/6m,NASDAQ100_1X,0.9,0.2,15,6,0.1403332465,-0.3397531183,-0.7713901572,0.024,0.6286,0.3746,0.0221512113,0.04465000631,0.1385578051,0.239283939,0.2710781343,1.24491149,3.659939632,11.00474271,0.0718,0.012,0.0006,0.7941813671,0.3112406466,0.1130136986,0.4808723469,0.8013092166,1.076502746,0.2111197978,0.9589728598
NDX_90_20_15M_R12,10,5000,63,NDX_90_20,NDX,15m/12m,NASDAQ100_1X,0.9,0.2,15,12,0.1477680794,-0.361267988,-0.8084082888,0.023,0.572,0.2802,0.02223731127,0.04348505718,0.1448454124,0.2551893532,0.2903949686,1.245960315,3.867123686,12.79602413,0.1026,0.0168,0.0006,0.8288069238,0.2292268763,0.200954534,0.3784675343,0.8548566784,1.148758576,0.2228185978,0.9562621638
NDX_90_20_24M_R12,10,5000,63,NDX_90_20,NDX,24m/12m,NASDAQ100_1X,0.9,0.2,24,12,0.1355201342,-0.3100560378,-0.7255882193,0.0164,0.6626,0,0.02998412164,0.0490968914,0.1339527751,0.22488724,0.252577317,1.343654875,3.514592619,9.504112164,0.0326,0.005,0,0.6818419426,0.3065280641,0.1962750716,0.3698547203,0.6868857417,0.9598411727,0.2213785886,0.9437539165
NDX_90_25_15M_R6,10,5000,63,NDX_90_25,NDX,15m/6m,NASDAQ100_1X,0.9,0.25,15,6,0.1557786076,-0.3969383249,-0.8277181307,0.0336,0.4848,0.386,0.01616211753,0.0404742325,0.1518896133,0.2757891442,0.3138975915,1.173871273,4.111730437,15.32684971,0.185,0.0474,0.0026,0.9853045593,0.3246780087,0.0990670813,0.6193098651,0.9975599549,1.3014512,0.2612528621,0.9523295572
NDX_90_25_15M_R12,10,5000,63,NDX_90_25,NDX,15m/12m,NASDAQ100_1X,0.9,0.25,15,12,0.1636996507,-0.4221384791,-0.860339416,0.034,0.4158,0.3022,0.01429730148,0.03954647594,0.1591834076,0.2938322258,0.3345911733,1.152508833,4.379592889,17.91888276,0.235,0.068,0.0032,1.020993922,0.2116604135,0.1796891633,0.4944736278,1.06026302,1.375288411,0.2727405598,0.9588146612
NDX_90_25_24M_R12,10,5000,63,NDX_90_25,NDX,24m/12m,NASDAQ100_1X,0.9,0.25,24,12,0.1504233002,-0.3580070203,-0.7833868959,0.0214,0.5448,0,0.02625416503,0.04864549137,0.1464752354,0.2581342441,0.2922469934,1.295787901,3.92252364,12.9808461,0.0902,0.0156,0.001,0.8416572678,0.3492109612,0.1882653061,0.4779274548,0.8541283105,1.144770321,0.2723286706,0.9390247256
NDX_90_30_15M_R6,10,5000,63,NDX_90_30,NDX,15m/6m,NASDAQ100_1X,0.9,0.3,15,6,0.1693348705,-0.4566500474,-0.8976954692,0.0454,0.3688,0.4006,0.003610927538,0.03449096287,0.1639514151,0.3121218926,0.3580221955,1.036696611,4.563081941,21.32488723,0.3556,0.122,0.0096,1.17400923,0.3242440453,0.09514087383,0.7652800619,1.193348037,1.51753663,0.310626078,0.9482954491
NDX_90_30_15M_R12,10,5000,63,NDX_90_30,NDX,15m/12m,NASDAQ100_1X,0.9,0.3,15,12,0.1774341888,-0.4822901946,-0.9057199014,0.0486,0.3178,0.3246,0.001264425868,0.03191048765,0.1703301965,0.3301262961,0.3771239589,1.012714849,4.819373675,24.52110856,0.4304,0.1632,0.016,1.209992253,0.2011545827,0.1628803245,0.6219039327,1.259129075,1.595132434,0.3214208123,0.9628065479
NDX_90_30_24M_R12,10,5000,63,NDX_90_30,NDX,24m/12m,NASDAQ100_1X,0.9,0.3,24,12,0.1638564646,-0.4072090493,-0.8302771203,0.0286,0.3964,0,0.01964269356,0.04543928023,0.1586398888,0.2895367061,0.3301218721,1.214698656,4.359103891,17.32785285,0.1914,0.046,0.003,0.9986433165,0.3790792202,0.1671719359,0.5940106261,1.01902029,1.321537509,0.3223284926,0.9416704155
NDX_90_35_15M_R6,10,5000,63,NDX_90_35,NDX,15m/6m,NASDAQ100_1X,0.9,0.35,15,6,0.1809976766,-0.5129500402,-0.9420666781,0.0608,0.3144,0.427,-0.008763666024,0.02647410556,0.1749432802,0.3462268294,0.3973099004,0.9157509364,5.012716906,28.3614634,0.5458,0.2436,0.0376,1.362520631,0.3466821758,0.0821120257,0.9207407428,1.386598019,1.730544618,0.3593766349,0.9469826654
NDX_90_35_15M_R12,10,5000,63,NDX_90_35,NDX,15m/12m,NASDAQ100_1X,0.9,0.35,15,12,0.1890269557,-0.539412928,-0.9381902365,0.0634,0.283,0.3498,-0.01378813163,0.02229403718,0.1810464431,0.3653219891,0.4183234231,0.8703833112,5.279233242,32.92645645,0.6458,0.3024,0.051,1.398187182,0.2033346038,0.1388777555,0.7613188236,1.450130229,1.812780379,0.3691359464,0.9627778179
NDX_90_35_24M_R12,10,5000,63,NDX_90_35,NDX,24m/12m,NASDAQ100_1X,0.9,0.35,24,12,0.1758726767,-0.4564220941,-0.8681991279,0.039,0.299,0,0.01095958118,0.03954419549,0.1691987628,0.3195783181,0.367433832,1.115146129,4.772990238,22.84952427,0.3378,0.11,0.009,1.153807292,0.4125095409,0.1533905229,0.7179298624,1.181548795,1.491141965,0.370989502,0.9408144401
NDX_90_40_15M_R6,10,5000,63,NDX_90_40,NDX,15m/6m,NASDAQ100_1X,0.9,0.4,15,6,0.1907443115,-0.568394054,-0.9684795532,0.0766,0.3048,0.4518,-0.0225735537,0.01574175367,0.1836378984,0.3791205247,0.4411666845,0.7958925738,5.396204388,38.63001456,0.7276,0.401,0.0906,1.549413373,0.4088019301,0.07224334601,1.083677712,1.574391078,1.941408812,0.407680129,0.9456047133
NDX_90_40_15M_R12,10,5000,63,NDX_90_40,NDX,15m/12m,NASDAQ100_1X,0.9,0.4,15,12,0.1984935738,-0.5919456725,-0.9601355858,0.0844,0.2844,0.3784,-0.03022301341,0.01266543134,0.1897679129,0.3987769959,0.4589917373,0.7357613722,5.682235384,43.68213479,0.8126,0.476,0.1176,1.583478163,0.2273319566,0.1184710826,0.9160392905,1.633777428,2.031107833,0.4159022599,0.9645427268
NDX_90_40_24M_R12,10,5000,63,NDX_90_40,NDX,24m/12m,NASDAQ100_1X,0.9,0.4,24,12,0.1865025222,-0.5040826962,-0.9001226269,0.0494,0.2528,0,0.0002298445824,0.03395639981,0.1784775246,0.3482850819,0.4014930623,1.002300557,5.165536217,29.22193343,0.5146,0.2108,0.027,1.307424782,0.4678115609,0.1363636364,0.85094907,1.337513201,1.660310882,0.4192529788,0.9417809902
SPX_80_25_15M_R6,10,5000,63,SPX_80_25,SPX,15m/6m,SP500_1X,0.8,0.25,15,6,0.1231867008,-0.3105259529,-0.7309582728,0.0146,0.3982,0.4272,0.02902514768,0.04898134102,0.1232505286,0.1981373926,0.21832472,1.331198756,3.196665797,7.202995774,0.0286,0.0046,0,0.9870707875,0.5458167557,0.08572453372,0.7736898053,1.004264785,1.153463419,0.2591907206,0.9500727239
SPX_80_25_15M_R12,10,5000,63,SPX_80_25,SPX,15m/12m,SP500_1X,0.8,0.25,15,12,0.1293938538,-0.3207112707,-0.7588181282,0.0126,0.3236,0.234,0.03196638299,0.05221134188,0.1294058639,0.2065151224,0.2271498925,1.36973576,3.376199011,7.742022942,0.0346,0.0052,0.0002,1.005559554,0.5174711501,0.1333998669,0.7519457011,1.027575476,1.188048454,0.2695633569,0.9563530301
SPX_80_25_18M_R6,10,5000,63,SPX_80_25,SPX,18m/6m,SP500_1X,0.8,0.25,18,6,0.1201629923,-0.3020366696,-0.7358501271,0.0128,0.4258,0.6204,0.0311255786,0.04828539185,0.1194819933,0.1919419442,0.212181277,1.358618055,3.091035718,6.847961698,0.0222,0.0038,0,0.9449527812,0.5429203928,0.09404388715,0.7344784382,0.9606211761,1.117498045,0.2582592163,0.9420228603
SPX_80_25_18M_R12,10,5000,63,SPX_80_25,SPX,18m/12m,SP500_1X,0.8,0.25,18,12,0.1264804335,-0.3095576949,-0.7403971513,0.012,0.3564,0.308,0.032389667,0.05162432605,0.1265346915,0.2009272807,0.2216138547,1.37536365,3.291356145,7.399808684,0.0262,0.004,0,0.9648308471,0.5324331039,0.1596548004,0.7088506945,0.9859603045,1.155339412,0.2685163284,0.939495439
SPX_80_25_24M_R6,10,5000,63,SPX_80_25,SPX,24m/6m,SP500_1X,0.8,0.25,24,6,0.1166566189,-0.289391005,-0.7165290152,0.0114,0.4734,0.8144,0.03159089972,0.04862374417,0.1161311334,0.1848973069,0.2036550679,1.364760783,2.999762839,6.381316682,0.0142,0.0014,0,0.8765918282,0.5385060143,0.103083295,0.6654366195,0.8879614805,1.060440831,0.2588109098,0.9488192162
SPX_80_25_24M_R12,10,5000,63,SPX_80_25,SPX,24m/12m,SP500_1X,0.8,0.25,24,12,0.1220122304,-0.2932821441,-0.7261880101,0.01,0.4094,0,0.03504589513,0.05236144645,0.1216800799,0.19197376,0.2114896454,1.411157859,3.152258366,6.808994899,0.0154,0.0018,0,0.8921790048,0.5354824807,0.1626506024,0.6409252276,0.9086007347,1.094981983,0.267922335,0.9399018302
SPX_80_25_30M_R12,10,5000,63,SPX_80_25,SPX,30m/12m,SP500_1X,0.8,0.25,30,12,0.1189336286,-0.2837012842,-0.6711264988,0.0098,0.4482,0.648,0.03501394527,0.05207085302,0.1187504802,0.1867387483,0.2050955526,1.410722372,3.070899762,6.458087586,0.011,0.001,0,0.8439141371,0.5294174225,0.1931599229,0.6011100602,0.855578586,1.050869281,0.2673326268,0.9217439213
SPX_80_25_30M_R18,10,5000,63,SPX_80_25,SPX,30m/18m,SP500_1X,0.8,0.25,30,18,0.1210572546,-0.287755787,-0.6780376658,0.0088,0.426,0.5498,0.03606863732,0.05305062993,0.1211854497,0.1897289053,0.2074586211,1.425161926,3.138387218,6.585829604,0.0128,0.0016,0,0.8583559296,0.5377334066,0.20694381,0.6006897704,0.8725504226,1.073434829,0.2757012592,0.9247940366
SPX_80_30_15M_R6,10,5000,63,SPX_80_30,SPX,15m/6m,SP500_1X,0.8,0.3,15,6,0.1336379363,-0.3518153197,-0.7853258625,0.0192,0.2748,0.4356,0.02597230895,0.0477487826,0.1329400413,0.2194513015,0.2446616508,1.292233985,3.483333573,8.92037248,0.0744,0.0126,0.0004,1.180163889,0.5995105389,0.08103031929,0.94278514,1.200711194,1.362710792,0.3093973367,0.9466531258
SPX_80_30_15M_R12,10,5000,63,SPX_80_30,SPX,15m/12m,SP500_1X,0.8,0.3,15,12,0.1406146845,-0.3635032852,-0.815177735,0.0188,0.2084,0.2486,0.02616153965,0.05108588859,0.1407921008,0.2301798728,0.2549574793,1.294619018,3.732387648,9.686237183,0.0898,0.0158,0.0004,1.198021809,0.5642078591,0.1273243802,0.9241672626,1.221263206,1.397290289,0.3200138668,0.9567371111
SPX_80_30_18M_R6,10,5000,63,SPX_80_30,SPX,18m/6m,SP500_1X,0.8,0.3,18,6,0.1302054236,-0.3406030587,-0.7819271923,0.0176,0.3082,0.615,0.02757172665,0.04821029007,0.1291063376,0.2129461183,0.2365117467,1.312518077,3.367256987,8.353265314,0.0568,0.0104,0.0004,1.130292021,0.6095731841,0.08623167577,0.8944463304,1.149605629,1.320088449,0.3084587476,0.9369317584
SPX_80_30_18M_R12,10,5000,63,SPX_80_30,SPX,18m/12m,SP500_1X,0.8,0.3,18,12,0.1373418864,-0.3504939603,-0.7967060089,0.0162,0.2314,0.317,0.02858627062,0.05251015588,0.1370593115,0.223026908,0.2480158328,1.325532795,3.612058949,9.163665661,0.066,0.0106,0.0002,1.149962016,0.5866601392,0.1580942068,0.8712740415,1.174372686,1.356495322,0.3190569173,0.9354661786
SPX_80_30_24M_R6,10,5000,63,SPX_80_30,SPX,24m/6m,SP500_1X,0.8,0.3,24,6,0.1262540214,-0.3240422135,-0.7612375077,0.0138,0.3498,0.8202,0.03062214832,0.0494177452,0.1256063478,0.2033687945,0.2247114041,1.352000478,3.264337045,7.58956915,0.035,0.0056,0.0004,1.048220053,0.6119614324,0.1062259307,0.8102482302,1.062821744,1.250701356,0.3090784974,0.9381476077
SPX_80_30_24M_R12,10,5000,63,SPX_80_30,SPX,24m/12m,SP500_1X,0.8,0.3,24,12,0.1323862439,-0.3295149787,-0.7723653091,0.0136,0.279,0,0.03198559291,0.05376035526,0.1321588254,0.2123245956,0.2344434282,1.369990747,3.459391946,8.214605357,0.039,0.0048,0.0004,1.062842914,0.6045868613,0.1717140181,0.7857379975,1.083401412,1.281525991,0.3185152818,0.932162053
SPX_80_30_30M_R12,10,5000,63,SPX_80_30,SPX,30m/12m,SP500_1X,0.8,0.3,30,12,0.1288786823,-0.3168766047,-0.7277111676,0.012,0.3218,0.647,0.0335601507,0.05360489755,0.1281600847,0.2052077745,0.2268087945,1.391034629,3.339147533,7.720533069,0.0252,0.0036,0,1.005651995,0.5974732068,0.1877121521,0.7359190782,1.021847785,1.228359993,0.3180003057,0.9166776129
SPX_80_30_30M_R18,10,5000,63,SPX_80_30,SPX,30m/18m,SP500_1X,0.8,0.3,30,18,0.1312017404,-0.3222804163,-0.7353995434,0.0122,0.293,0.5562,0.03431561485,0.0541365918,0.1308248316,0.2094015708,0.2311257049,1.401234299,3.418851951,7.996508046,0.0276,0.0036,0,1.020388143,0.607302719,0.21085322,0.7360474466,1.039328795,1.248281125,0.3268653628,0.9181579193
