series,lag,execution,switch_cost_bps,period,entry_close,first_return,last_return,observations,cagr,max_drawdown,terminal_multiple,years,annualized_volatility,sharpe,longest_underwater_calendar_days,max_drawdown_peak,max_drawdown_trough,max_drawdown_recovery,max_drawdown_recovered,max_drawdown_recovery_days_from_trough,max_drawdown_recovery_days_from_peak,worst_calendar_year,worst_calendar_year_return,best_calendar_year,best_calendar_year_return,worst_rolling_1y_cagr,worst_rolling_5y_cagr,worst_rolling_10y_cagr,switch_count,switches_per_year,average_equity_exposure,terminal_wealth_10000,timing_cagr_difference,timing_terminal_ratio,fee_equal_control_cagr,fee_equal_timing_cagr_difference,matched_entry_close,matched_first_return,matched_last_return,matched_observations,matched_cagr,matched_max_drawdown,matched_terminal_multiple,matched_years,matched_annualized_volatility,matched_sharpe,matched_longest_underwater_calendar_days,matched_max_drawdown_peak,matched_max_drawdown_trough,matched_max_drawdown_recovery,matched_max_drawdown_recovered,matched_max_drawdown_recovery_days_from_trough,matched_max_drawdown_recovery_days_from_peak,matched_worst_calendar_year,matched_worst_calendar_year_return,matched_best_calendar_year,matched_best_calendar_year_return,matched_worst_rolling_1y_cagr,matched_worst_rolling_5y_cagr,matched_worst_rolling_10y_cagr,matched_switch_count,matched_switches_per_year
TREND_QUALITY,LAG1,IMMEDIATE_NEXT_RETURN,0,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.2922988773,-0.3856080259,12.98605454,9.998631075,0.3379875892,0.9134328381,689,2010-04-23,2010-07-02,2011-02-04,True,217,287,2018,-0.1867889157,2013,1.18798752,-0.3048464959,0.180351787,0.2922988773,12,1.200164294,2.503974563,129860.5454,0.00689884847,1.054978077,0.2882482213,0.004050655927,2009-12-31,2010-01-04,2019-12-31,2516,0.2854000288,-0.4439693166,12.30931223,9.998631075,0.3699562749,0.8505537915,418,2011-04-29,2011-10-03,2012-03-15,True,164,321,2018,-0.1912155169,2013,0.9364155413,-0.3131312452,0.1239403969,0.2854000288,0,0
TREND_QUALITY,LAG1,IMMEDIATE_NEXT_RETURN,0,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.1373566377,-0.7093078017,2.360209299,6.672142368,0.461564346,0.457389686,889,2020-02-19,2020-03-16,2021-07-02,True,473,499,2022,-0.3481661445,2021,0.9825793327,-0.3659932198,0.1142898762,,10,1.498768978,2.431980907,23602.09299,-0.109784152,0.5407403207,0.2503026015,-0.1129459638,2019-12-31,2020-01-02,2026-09-02,1676,0.2471407897,-0.6760518259,4.364774012,6.672142368,0.4935059425,0.6399199535,807,2020-02-19,2020-03-23,2020-12-02,True,254,287,2022,-0.4664588247,2021,0.7616239801,-0.4904331115,0.1600128067,,0,0
TREND_QUALITY,LAG1,IMMEDIATE_NEXT_RETURN,25,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.180545735,-0.7905212381,8.65022247,12.99931554,0.428380155,0.5018479231,3089,1987-08-25,1987-12-04,1996-02-08,True,2988,3089,1987,-0.4292769153,1995,1.038924564,-0.7731492714,-0.1654346306,0.03925544691,30,2.307813816,2.57821059,86502.2247,-0.1111433731,0.3104912697,0.2941352996,-0.1135895646,1986-12-31,1987-01-02,1999-12-31,3286,0.291689108,-0.7320150695,27.8597929,12.99931554,0.4220482925,0.7033521904,1942,1987-08-25,1987-12-04,1992-12-18,True,1841,1942,1987,-0.2513774449,1995,1.012985545,-0.6464242395,-0.03244133459,0.1558217619,0,0
TREND_QUALITY,LAG1,IMMEDIATE_NEXT_RETURN,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.05085542169,-0.7510782673,0.5933250477,10.00136893,0.3637371473,-0.03706184227,3570,2000-03-23,2009-03-09,,False,,,2000,-0.4723492483,2009,0.7072904147,-0.5660924698,-0.1399212758,-0.05085542169,20,1.999726252,1.939960239,5933.250477,0.04927388185,1.704332442,-0.09585995656,0.04500453487,1999-12-31,2000-01-03,2009-12-31,2515,-0.1001293035,-0.8721374592,0.3481275326,10.00136893,0.4312252722,-0.09331489609,3570,2000-03-23,2009-03-09,,False,,,2008,-0.6618710348,2003,0.5501530942,-0.7656647923,-0.2268988481,-0.1001293035,0,0
TREND_QUALITY,LAG1,IMMEDIATE_NEXT_RETURN,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.2884224206,-0.3883738205,12.60178526,9.998631075,0.3379346356,0.9046123181,692,2018-01-26,2018-12-24,2019-12-19,True,360,692,2018,-0.1928727638,2013,1.18798752,-0.3100224178,0.1768111335,0.2884224206,12,1.200164294,2.503974563,126017.8526,0.003022391848,1.023760307,0.2882482213,0.0001741993052,2009-12-31,2010-01-04,2019-12-31,2516,0.2854000288,-0.4439693166,12.30931223,9.998631075,0.3699562749,0.8505537915,418,2011-04-29,2011-10-03,2012-03-15,True,164,321,2018,-0.1912155169,2013,0.9364155413,-0.3131312452,0.1239403969,0.2854000288,0,0
TREND_QUALITY,LAG1,IMMEDIATE_NEXT_RETURN,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.1330977087,-0.7093078017,2.301863469,6.672142368,0.4616118683,0.4492356061,891,2020-02-19,2020-03-16,2021-07-02,True,473,499,2022,-0.3497957291,2021,0.9825793327,-0.367579321,0.1101920987,,10,1.498768978,2.431980907,23018.63469,-0.114043081,0.5273728864,0.2503026015,-0.1172048929,2019-12-31,2020-01-02,2026-09-02,1676,0.2471407897,-0.6760518259,4.364774012,6.672142368,0.4935059425,0.6399199535,807,2020-02-19,2020-03-23,2020-12-02,True,254,287,2022,-0.4664588247,2021,0.7616239801,-0.4904331115,0.1600128067,,0,0
LOW_CHURN,LAG1,IMMEDIATE_NEXT_RETURN,0,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.2115976022,-0.7913204744,12.12277966,12.99931554,0.3727015901,0.585928588,2940,1987-08-25,1987-12-04,1995-09-12,True,2839,2940,1987,-0.3012591416,1995,1.095067965,-0.7279182034,-0.1589396777,0.06094485544,159,12.23141323,1.87279367,121227.7966,-0.03634367838,0.6809952622,0.254212649,-0.04261504687,1986-12-31,1987-01-02,1999-12-31,3286,0.2479412806,-0.577286521,17.8015624,12.99931554,0.3065688724,0.7033150553,1330,1987-08-25,1987-12-04,1991-04-16,True,1229,1330,1990,-0.152724925,1995,0.6946491009,-0.465726711,0.02713129868,0.1503650552,0,0
LOW_CHURN,LAG1,IMMEDIATE_NEXT_RETURN,0,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.08257450987,-0.7685348924,0.4223347219,10.00136893,0.3442638711,-0.1577029249,3653,1999-12-31,2009-03-09,,False,,,2008,-0.5559413728,2009,0.3751232477,-0.630188727,-0.1419810858,-0.08257450987,128,12.79824802,1.305367793,4223.347219,-0.04153097949,0.6422332248,-0.03379470591,-0.04877980397,1999-12-31,2000-01-03,2009-12-31,2515,-0.04104353039,-0.6742674268,0.6576033528,10.00136893,0.2901579532,-0.09494457959,3569,2000-03-24,2009-03-09,,False,,,2008,-0.4797538922,2003,0.362716624,-0.5909888782,-0.1327044224,-0.04104353039,0,0
LOW_CHURN,LAG1,IMMEDIATE_NEXT_RETURN,0,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.1295217932,-0.5669374719,3.379665655,9.998631075,0.3505154301,0.508502173,707,2011-02-18,2011-10-03,2013-01-25,True,480,707,2018,-0.3229530893,2013,0.8170922365,-0.4378437223,-0.01931470892,0.1295217932,131,13.10179354,1.906200318,33796.65655,-0.0971384406,0.4382806841,0.2326069497,-0.1030851564,2009-12-31,2010-01-04,2019-12-31,2516,0.2266602338,-0.3490602998,7.711190061,9.998631075,0.2816340008,0.8476928332,414,2018-09-20,2018-12-24,2019-07-01,True,189,284,2018,-0.1316981622,2013,0.6645410098,-0.2343345972,0.1046187918,0.2266602338,0,0
LOW_CHURN,LAG1,IMMEDIATE_NEXT_RETURN,0,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2611790866,-0.5773309338,4.703237321,6.672142368,0.3682596844,0.7376783933,799,2022-03-29,2022-09-30,2024-06-05,True,614,799,2022,-0.3740411286,2024,0.7087226524,-0.4394474612,0.1873307053,,119,17.83535084,1.933174224,47032.37321,0.03847495572,1.229635004,0.2284887314,0.03269035522,2019-12-31,2020-01-02,2026-09-02,1676,0.2227041309,-0.577200739,3.8249052,6.672142368,0.3922864236,0.6377439019,780,2020-02-19,2020-03-23,2020-09-02,True,163,196,2022,-0.3739827626,2021,0.5806629622,-0.3965467157,0.1478753778,,0,0
LOW_CHURN,LAG1,IMMEDIATE_NEXT_RETURN,25,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.1750644546,-0.7930175159,8.142429454,12.99931554,0.3728629839,0.5039517063,3100,1987-08-13,1987-12-04,1996-02-07,True,2987,3100,1987,-0.3219355252,1995,1.05867811,-0.7398492564,-0.1801331597,0.03084394073,159,12.23141323,1.87279367,81424.29454,-0.07287682597,0.4573997085,0.254212649,-0.07914819446,1986-12-31,1987-01-02,1999-12-31,3286,0.2479412806,-0.577286521,17.8015624,12.99931554,0.3065688724,0.7033150553,1330,1987-08-25,1987-12-04,1991-04-16,True,1229,1330,1990,-0.152724925,1995,0.6946491009,-0.465726711,0.02713129868,0.1503650552,0,0
LOW_CHURN,LAG1,IMMEDIATE_NEXT_RETURN,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.1114990777,-0.8259970428,0.3065551002,10.00136893,0.3445650847,-0.2502627464,3653,1999-12-31,2009-03-09,,False,,,2008,-0.5581588905,2009,0.3277682678,-0.6320367337,-0.1615170955,-0.1114990777,128,12.79824802,1.305367793,3065.551002,-0.07045554733,0.4661702209,-0.03379470591,-0.07770437182,1999-12-31,2000-01-03,2009-12-31,2515,-0.04104353039,-0.6742674268,0.6576033528,10.00136893,0.2901579532,-0.09494457959,3569,2000-03-24,2009-03-09,,False,,,2008,-0.4797538922,2003,0.362716624,-0.5909888782,-0.1327044224,-0.04104353039,0,0
LOW_CHURN,LAG1,IMMEDIATE_NEXT_RETURN,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.09307940587,-0.5776430447,2.434805137,9.998631075,0.3510218487,0.4147099615,755,2011-02-18,2011-10-03,2013-03-14,True,528,755,2018,-0.3380351946,2013,0.7721725956,-0.4503074419,-0.04881437363,0.09307940587,131,13.10179354,1.906200318,24348.05137,-0.133580828,0.3157495948,0.2326069497,-0.1395275438,2009-12-31,2010-01-04,2019-12-31,2516,0.2266602338,-0.3490602998,7.711190061,9.998631075,0.2816340008,0.8476928332,414,2018-09-20,2018-12-24,2019-07-01,True,189,284,2018,-0.1316981622,2013,0.6645410098,-0.2343345972,0.1046187918,0.2266602338,0,0
LOW_CHURN,LAG1,IMMEDIATE_NEXT_RETURN,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2061130829,-0.5857107167,3.491664538,6.672142368,0.3679178582,0.6161976953,827,2022-03-29,2022-09-30,2024-07-03,True,642,827,2022,-0.3955972108,2024,0.6212222983,-0.4546816884,0.1384553165,,119,17.83535084,1.933174224,34916.64538,-0.01659104805,0.912876099,0.2284887314,-0.02237564855,2019-12-31,2020-01-02,2026-09-02,1676,0.2227041309,-0.577200739,3.8249052,6.672142368,0.3922864236,0.6377439019,780,2020-02-19,2020-03-23,2020-09-02,True,163,196,2022,-0.3739827626,2021,0.5806629622,-0.3965467157,0.1478753778,,0,0
AO,LAG1,IMMEDIATE_NEXT_RETURN,0,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.2003738511,-0.4628275422,10.74139163,12.99931554,0.3506425899,0.5424951628,747,1987-08-25,1987-10-19,1989-07-31,True,651,706,1990,-0.1570903865,1995,1.135877613,-0.4113709116,0.008762968866,0.1256266106,153,11.76985046,2.340231284,107413.9163,-0.07892564691,0.4370134332,0.2830635701,-0.082689719,1986-12-31,1987-01-02,1999-12-31,3286,0.279299498,-0.6841106554,24.579088,12.99931554,0.3830900037,0.7033421707,1592,1987-08-25,1987-12-04,1992-01-03,True,1491,1592,1990,-0.2141454505,1995,0.9000779522,-0.5885334465,-0.00944208687,0.156251067,0,0
AO,LAG1,IMMEDIATE_NEXT_RETURN,0,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.07509876211,-0.8167270046,0.4580439953,10.00136893,0.4009004529,-0.06303205693,3570,2000-03-23,2009-03-09,,False,,,2008,-0.4656387577,2003,0.5832884128,-0.59824031,-0.2115239729,-0.07509876211,104,10.39857651,2.132405567,4580.439953,0.04572890654,1.660518178,-0.1174036434,0.04230488134,1999-12-31,2000-01-03,2009-12-31,2515,-0.1208276686,-0.9070276025,0.2758440115,10.00136893,0.474005302,-0.0930123551,3570,2000-03-23,2009-03-09,,False,,,2008,-0.707409577,2003,0.6082242505,-0.805148412,-0.256489167,-0.1208276686,0,0
AO,LAG1,IMMEDIATE_NEXT_RETURN,0,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.1713546046,-0.4472945998,4.86171909,9.998631075,0.3096379048,0.6493909132,802,2018-01-26,2018-12-24,,False,,,2018,-0.2706270642,2013,0.8407799371,-0.3624595406,0.0345857029,0.1713546046,106,10.60145126,2.361685215,48617.1909,-0.10073219,0.4382939689,0.2757354903,-0.1043808857,2009-12-31,2010-01-04,2019-12-31,2516,0.2720867946,-0.4218687635,11.0923705,9.998631075,0.3489327485,0.8500041323,418,2011-04-29,2011-10-03,2012-03-13,True,162,319,2018,-0.1766316696,2013,0.8686800626,-0.29451087,0.1199423111,0.2720867946,0,0
AO,LAG1,IMMEDIATE_NEXT_RETURN,0,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2531317481,-0.5602132342,4.506591094,6.672142368,0.4000598368,0.6946828181,963,2021-11-18,2022-11-03,2024-07-08,True,613,963,2022,-0.4744248033,2020,0.6137543343,-0.5471661026,0.1210084482,,58,8.692860074,2.404534606,45065.91094,0.006997292748,1.038067291,0.2494443171,0.003687431002,2019-12-31,2020-01-02,2026-09-02,1676,0.2461344554,-0.6710969421,4.341328479,6.672142368,0.4879364377,0.6398236905,807,2020-02-19,2020-03-23,2020-12-01,True,253,286,2022,-0.461539321,2021,0.7513455621,-0.4854731704,0.1595545893,,0,0
AO,LAG1,IMMEDIATE_NEXT_RETURN,25,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.1655249454,-0.4668462721,7.32377373,12.99931554,0.3508009704,0.4586467373,784,1987-08-25,1987-10-19,1989-08-24,True,675,730,1990,-0.177927632,1995,1.114598799,-0.430179019,-0.02107518293,0.09424661945,153,11.76985046,2.340231284,73237.7373,-0.1137745525,0.297967676,0.2830635701,-0.1175386246,1986-12-31,1987-01-02,1999-12-31,3286,0.279299498,-0.6841106554,24.579088,12.99931554,0.3830900037,0.7033421707,1592,1987-08-25,1987-12-04,1992-01-03,True,1491,1592,1990,-0.2141454505,1995,0.9000779522,-0.5885334465,-0.00944208687,0.156251067,0,0
AO,LAG1,IMMEDIATE_NEXT_RETURN,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.09886239484,-0.8547893119,0.3530605939,10.00136893,0.4008036507,-0.128146617,3570,2000-03-23,2009-03-09,,False,,,2008,-0.4788484972,2003,0.5402881752,-0.6110774931,-0.2344756513,-0.09886239484,104,10.39857651,2.132405567,3530.605939,0.02196527381,1.279928435,-0.1174036434,0.0185412486,1999-12-31,2000-01-03,2009-12-31,2515,-0.1208276686,-0.9070276025,0.2758440115,10.00136893,0.474005302,-0.0930123551,3570,2000-03-23,2009-03-09,,False,,,2008,-0.707409577,2003,0.6082242505,-0.805148412,-0.256489167,-0.1208276686,0,0
AO,LAG1,IMMEDIATE_NEXT_RETURN,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.1406793977,-0.4623054236,3.728702412,9.998631075,0.3098222146,0.563381384,817,2018-01-26,2018-12-24,,False,,,2018,-0.2904359691,2013,0.7952747216,-0.3812363285,0.005476409185,0.1406793977,106,10.60145126,2.361685215,37287.02412,-0.1314073969,0.3361501866,0.2757354903,-0.1350560926,2009-12-31,2010-01-04,2019-12-31,2516,0.2720867946,-0.4218687635,11.0923705,9.998631075,0.3489327485,0.8500041323,418,2011-04-29,2011-10-03,2012-03-13,True,162,319,2018,-0.1766316696,2013,0.8686800626,-0.29451087,0.1199423111,0.2720867946,0,0
AO,LAG1,IMMEDIATE_NEXT_RETURN,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2261589223,-0.5732269284,3.89759408,6.672142368,0.4000371475,0.6400911524,1112,2021-11-18,2022-11-03,2024-12-04,True,762,1112,2022,-0.4861326781,2020,0.5896988054,-0.5605749141,0.09438804092,,58,8.692860074,2.404534606,38975.9408,-0.01997553306,0.8977883379,0.2494443171,-0.0232853948,2019-12-31,2020-01-02,2026-09-02,1676,0.2461344554,-0.6710969421,4.341328479,6.672142368,0.4879364377,0.6398236905,807,2020-02-19,2020-03-23,2020-12-01,True,253,286,2022,-0.461539321,2021,0.7513455621,-0.4854731704,0.1595545893,,0,0
UPRO_ALWAYS,LAG1,IMMEDIATE_NEXT_RETURN,0,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.3066344008,-0.806563222,32.35367669,12.99931554,0.4910974009,0.7033660365,2348,1987-08-25,1987-12-04,1994-01-28,True,2247,2348,1987,-0.3732854515,1995,1.22788602,-0.7399986631,-0.0810500447,0.148489041,0,0,3,323536.7669,0,1,0.3066344008,0,1986-12-31,1987-01-02,1999-12-31,3286,0.3066344008,-0.806563222,32.35367669,12.99931554,0.4910974009,0.7033660365,2348,1987-08-25,1987-12-04,1994-01-28,True,2247,2348,1987,-0.3732854515,1995,1.22788602,-0.7399986631,-0.0810500447,0.148489041,0,0
UPRO_ALWAYS,LAG1,IMMEDIATE_NEXT_RETURN,0,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.2266489994,-0.9820109229,0.07649159444,10.00136893,0.6668695337,-0.09213035536,3570,2000-03-23,2009-03-09,,False,,,2008,-0.8597747321,2003,0.8731653747,-0.9227273643,-0.3916285461,-0.2266489994,0,0,3,764.9159444,0,1,-0.2266489994,0,1999-12-31,2000-01-03,2009-12-31,2515,-0.2266489994,-0.9820109229,0.07649159444,10.00136893,0.6668695337,-0.09213035536,3570,2000-03-23,2009-03-09,,False,,,2008,-0.8597747321,2003,0.8731653747,-0.9227273643,-0.3916285461,-0.2266489994,0,0
UPRO_ALWAYS,LAG1,IMMEDIATE_NEXT_RETURN,0,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.3281877639,-0.5173312905,17.07756772,9.998631075,0.4432450125,0.8520622248,424,2011-04-29,2011-10-03,2012-04-02,True,182,339,2018,-0.2436814515,2013,1.18798752,-0.3770481292,0.13484204,0.3281877639,0,0,3,170775.6772,0,1,0.3281877639,0,2009-12-31,2010-01-04,2019-12-31,2516,0.3281877639,-0.5173312905,17.07756772,9.998631075,0.4432450125,0.8520622248,424,2011-04-29,2011-10-03,2012-04-02,True,182,339,2018,-0.2436814515,2013,1.18798752,-0.3770481292,0.13484204,0.3281877639,0,0
UPRO_ALWAYS,LAG1,IMMEDIATE_NEXT_RETURN,0,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2586669375,-0.7668301233,4.641082026,6.672142368,0.6087706406,0.6415167419,891,2020-02-19,2020-03-23,2021-01-07,True,290,323,2022,-0.5631810077,2021,0.9825793327,-0.5871593323,0.1639153848,,0,0,3,46410.82026,0,1,0.2586669375,0,2019-12-31,2020-01-02,2026-09-02,1676,0.2586669375,-0.7668301233,4.641082026,6.672142368,0.6087706406,0.6415167419,891,2020-02-19,2020-03-23,2021-01-07,True,290,323,2022,-0.5631810077,2021,0.9825793327,-0.5871593323,0.1639153848,,0,0
UPRO_ALWAYS,LAG1,IMMEDIATE_NEXT_RETURN,25,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.3066344008,-0.806563222,32.35367669,12.99931554,0.4910974009,0.7033660365,2348,1987-08-25,1987-12-04,1994-01-28,True,2247,2348,1987,-0.3732854515,1995,1.22788602,-0.7399986631,-0.0810500447,0.148489041,0,0,3,323536.7669,0,1,0.3066344008,0,1986-12-31,1987-01-02,1999-12-31,3286,0.3066344008,-0.806563222,32.35367669,12.99931554,0.4910974009,0.7033660365,2348,1987-08-25,1987-12-04,1994-01-28,True,2247,2348,1987,-0.3732854515,1995,1.22788602,-0.7399986631,-0.0810500447,0.148489041,0,0
UPRO_ALWAYS,LAG1,IMMEDIATE_NEXT_RETURN,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.2266489994,-0.9820109229,0.07649159444,10.00136893,0.6668695337,-0.09213035536,3570,2000-03-23,2009-03-09,,False,,,2008,-0.8597747321,2003,0.8731653747,-0.9227273643,-0.3916285461,-0.2266489994,0,0,3,764.9159444,0,1,-0.2266489994,0,1999-12-31,2000-01-03,2009-12-31,2515,-0.2266489994,-0.9820109229,0.07649159444,10.00136893,0.6668695337,-0.09213035536,3570,2000-03-23,2009-03-09,,False,,,2008,-0.8597747321,2003,0.8731653747,-0.9227273643,-0.3916285461,-0.2266489994,0,0
UPRO_ALWAYS,LAG1,IMMEDIATE_NEXT_RETURN,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.3281877639,-0.5173312905,17.07756772,9.998631075,0.4432450125,0.8520622248,424,2011-04-29,2011-10-03,2012-04-02,True,182,339,2018,-0.2436814515,2013,1.18798752,-0.3770481292,0.13484204,0.3281877639,0,0,3,170775.6772,0,1,0.3281877639,0,2009-12-31,2010-01-04,2019-12-31,2516,0.3281877639,-0.5173312905,17.07756772,9.998631075,0.4432450125,0.8520622248,424,2011-04-29,2011-10-03,2012-04-02,True,182,339,2018,-0.2436814515,2013,1.18798752,-0.3770481292,0.13484204,0.3281877639,0,0
UPRO_ALWAYS,LAG1,IMMEDIATE_NEXT_RETURN,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2586669375,-0.7668301233,4.641082026,6.672142368,0.6087706406,0.6415167419,891,2020-02-19,2020-03-23,2021-01-07,True,290,323,2022,-0.5631810077,2021,0.9825793327,-0.5871593323,0.1639153848,,0,0,3,46410.82026,0,1,0.2586669375,0,2019-12-31,2020-01-02,2026-09-02,1676,0.2586669375,-0.7668301233,4.641082026,6.672142368,0.6087706406,0.6415167419,891,2020-02-19,2020-03-23,2021-01-07,True,290,323,2022,-0.5631810077,2021,0.9825793327,-0.5871593323,0.1639153848,,0,0
SP500_1X,LAG1,IMMEDIATE_NEXT_RETURN,0,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.1797352651,-0.3306415614,8.573342392,12.99931554,0.1636973099,0.7574336346,631,1987-08-25,1987-10-19,1989-05-17,True,576,631,1990,-0.03104820291,1995,0.3757620118,-0.2084043343,0.0764684367,0.1291453964,0,0,1,85733.42392,0.01045383901,1.122661923,0.1797352651,0,1986-12-31,1987-01-02,1999-12-31,3286,0.1692814261,-0.3318943892,7.636619906,12.99931554,0.1636943333,0.703196201,646,1987-08-25,1987-12-04,1989-06-01,True,545,646,1990,-0.03967693121,1995,0.3636203132,-0.2154393196,0.06692403496,0.119137571,0,0
SP500_1X,LAG1,IMMEDIATE_NEXT_RETURN,0,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.009491800267,-0.5525024107,0.9090234381,10.00136893,0.2222697112,-0.05632058135,2243,2007-10-09,2009-03-09,,False,,,2008,-0.3699761113,2003,0.2868423796,-0.4751914483,-0.08198823669,-0.009491800267,0,0,1,9090.234381,0.008785433191,1.09319446,-0.009491800267,0,1999-12-31,2000-01-03,2009-12-31,2515,-0.01827723346,-0.5581297259,0.8315294959,10.00136893,0.2222767667,-0.09646588203,2518,2007-10-09,2009-03-09,,False,,,2008,-0.3755887752,2003,0.2754552404,-0.4798663438,-0.090134313,-0.01827723346,0,0
SP500_1X,LAG1,IMMEDIATE_NEXT_RETURN,0,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.1356189194,-0.1936348981,3.566568612,9.998631075,0.1477353441,0.8972367424,280,2018-09-20,2018-12-24,2019-04-12,True,109,204,2018,-0.04384233325,2013,0.3238848467,-0.1060500338,0.07285874511,0.1356189194,0,0,1,35665.68612,0.01006560982,1.093100786,0.1356189194,0,2009-12-31,2010-01-04,2019-12-31,2516,0.1255533096,-0.1955078892,3.262799422,9.998631075,0.1477415086,0.8368329127,318,2018-09-20,2018-12-24,2019-04-23,True,120,215,2018,-0.05236525718,2013,0.3121640878,-0.1139835103,0.06334744784,0.1255533096,0,0
SP500_1X,LAG1,IMMEDIATE_NEXT_RETURN,0,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.1553736354,-0.3379046365,2.621157615,6.672142368,0.2029250113,0.6718826412,709,2020-02-19,2020-03-23,2020-08-10,True,140,173,2022,-0.1811088889,2021,0.2870536926,-0.1966703289,0.1142978984,,0,0,1,26211.57615,0.01023961968,1.061195553,0.1553736354,0,2019-12-31,2020-01-02,2026-09-02,1676,0.1451340157,-0.338452084,2.470004335,6.672142368,0.2029260088,0.6278431786,714,2020-02-19,2020-03-23,2020-08-12,True,142,175,2022,-0.1883544399,2021,0.2756597549,-0.2038028339,0.1044209402,,0,0
SP500_1X,LAG1,IMMEDIATE_NEXT_RETURN,25,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.1797352651,-0.3306415614,8.573342392,12.99931554,0.1636973099,0.7574336346,631,1987-08-25,1987-10-19,1989-05-17,True,576,631,1990,-0.03104820291,1995,0.3757620118,-0.2084043343,0.0764684367,0.1291453964,0,0,1,85733.42392,0.01045383901,1.122661923,0.1797352651,0,1986-12-31,1987-01-02,1999-12-31,3286,0.1692814261,-0.3318943892,7.636619906,12.99931554,0.1636943333,0.703196201,646,1987-08-25,1987-12-04,1989-06-01,True,545,646,1990,-0.03967693121,1995,0.3636203132,-0.2154393196,0.06692403496,0.119137571,0,0
SP500_1X,LAG1,IMMEDIATE_NEXT_RETURN,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.009491800267,-0.5525024107,0.9090234381,10.00136893,0.2222697112,-0.05632058135,2243,2007-10-09,2009-03-09,,False,,,2008,-0.3699761113,2003,0.2868423796,-0.4751914483,-0.08198823669,-0.009491800267,0,0,1,9090.234381,0.008785433191,1.09319446,-0.009491800267,0,1999-12-31,2000-01-03,2009-12-31,2515,-0.01827723346,-0.5581297259,0.8315294959,10.00136893,0.2222767667,-0.09646588203,2518,2007-10-09,2009-03-09,,False,,,2008,-0.3755887752,2003,0.2754552404,-0.4798663438,-0.090134313,-0.01827723346,0,0
SP500_1X,LAG1,IMMEDIATE_NEXT_RETURN,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.1356189194,-0.1936348981,3.566568612,9.998631075,0.1477353441,0.8972367424,280,2018-09-20,2018-12-24,2019-04-12,True,109,204,2018,-0.04384233325,2013,0.3238848467,-0.1060500338,0.07285874511,0.1356189194,0,0,1,35665.68612,0.01006560982,1.093100786,0.1356189194,0,2009-12-31,2010-01-04,2019-12-31,2516,0.1255533096,-0.1955078892,3.262799422,9.998631075,0.1477415086,0.8368329127,318,2018-09-20,2018-12-24,2019-04-23,True,120,215,2018,-0.05236525718,2013,0.3121640878,-0.1139835103,0.06334744784,0.1255533096,0,0
